genes,number_of_gene_overlaps,overlapping_genes,automatic_classification,final_classification,transcripts_for_deletion,comments,
Wdr89,1,AC124742.1,,keep as is,,weird special case,
Wdr90,1,Rhot2,,keep as is,,Special case: very little overlap,
Wdr92,1,Ppp3r1,,premature transcripts deleted,Wdr92-202,Refseq ok.,
Wnt2b,1,Gm43846,,keep as is,,Has a nested gene in it,
Xirp1,1,Cx3cr1,,keep as is,,Upstream gene fixed,
Xirp2,1,Gm21830,,keep as is,,Has a nested gene it it,
Xk,1,H2al1m,,keep as is,,Has a nested gene in it,
Xkr4,1,Gm19938,,keep as is,,Has a nested gene in it.,
Xkrx,1,Nox1,,keep as is,,Downstream gene fixed,
Xlr3c,1,Xlr5a,,keep as is,,Downstream gene fixed,
Xlr4c,1,Xlr5a,,keep as is,,Downstream gene fixed,
Xlr5c,1,Xlr5a,,keep as is,,Downstream gene fixed,
Xpo7,1,Npm2,,keep as is,,"Note: Due to refseq, leave unchanged.",
Xxylt1,1,Gm15742,,keep as is,,has a nested gene in it,
Yjefn3,1,Ndufa13,,premature transcripts deleted,Yjefn3-203,,
Yy2,1,Mbtps2,,keep as is,,Nested gene,
Zbtb21,1,C2cd2,,keep as is,,Downstream gene fixed,
Zbtb22,1,Tapbp,,keep as is,,Downstream gene fixed,
Zbtb26,1,Zbtb6,,keep as is,,Downstream gene fixed,
Zbtb6,1,Zbtb26,,premature transcripts deleted,Zbtb6-202,,
Zc3h6,1,Gm14027,,keep as is,,Has a Gm gene overlapping its exons.,
Zdhhc19,1,Gm34680,,readthrough transcripts deleted,Zdhhc19-202,"Special case: would be keep as is since it overlaps with a nested gene, but this is due to a freak transcript. Refseq agrees",
Zfp444,1,Gm45148,,keep as is,,Has a nested Gm gene in its intron.,
Zfp445,1,Gm47140,,keep as is,,Has a nested Gm gene in its intron.,
Zfp512b,1,Uckl1,,keep as is,,Ok after downstream gene fixed.,
Zfp532,1,AC132307.1,,keep as is,,weird special case,
Zfp580,1,Ccdc106,,keep as is,,,
Zfp617,1,Zfp882,,premature transcripts deleted,Zfp617-202,,
Zfp638,1,Gm43920,,keep as is,,Has a nested gene within it.,
Zfp652,1,Phospho1,,readthrough transcripts deleted,Zfp652-203,,
Zfp7,1,Gm49527,,keep as is,,,
Zfp777,1,Gm45738,,keep as is,,Has nested Gm gene that gets deleted.,
Zfp882,1,Zfp617,,keep as is,,Ok after downstream gene fixed,
Zfp973,1,Gm14305,,readthrough transcripts deleted,Zfp973-203,,
Zfp984,1,Gm20707,,keep as is,,Has an Gm gene overlapping with protein coding gene's exons.,
Zfyve28,1,Gm15513,,keep as is,,Gene spans a nested gene in its intron.,
Zgpat,1,Lime1,,readthrough transcripts deleted,"Zgpat-203, Zgpat-204",special case as both premature and readthrough transcripts needed to be deleted,
Zhx1,1,Gm29394,,keep as is,,Overlapping Gm gene gets deleted,
Zmiz1os1,1,Gm26660,,keep as is,,Has a nested Gm gene in its intron.,
Zmym6,1,Tmem35b,,keep as is,,Ok after downstream gene fixed,
