genes,number_of_gene_overlaps,overlapping_genes,automatic_classification,final_classification,transcripts_for_deletion,comments
AC069120.1,1,C8orf86,,keep as is,,
AC069243.1,1,GOLIM4,,keep as is,,
AC069280.1,1,AC092100.1,,keep as is,,
AC069366.2,1,KSR1,,keep as is,,
AC072026.2,1,LINC02049,,keep as is,,
AC073072.1,1,STEAP1B,,keep as is,,Nomenclature has changed
AC073091.3,1,AC110614.1,,keep as is,,
AC073176.1,1,AC073176.2,,keep as is,,
AC073188.2,1,AC073188.5,,keep as is,,
AC073188.5,1,AC073188.2,,keep as is,,
AC073283.1,1,TTC7A,,keep as is,,
AC073326.1,1,IMMP2L,,keep as is,,
AC073365.1,1,PYDC2,,keep as is,,
AC073367.1,1,RSU1,,keep as is,,
AC073487.1,1,SARNP,,keep as is,,
AC073530.1,1,GRIP1,,keep as is,,
AC073569.3,1,PPP1R12A,,keep as is,,
AC073591.1,1,NAV3,,keep as is,,
AC073842.2,1,TAF6,,keep as is,,
AC073862.1,1,ADGRD1,,keep as is,,
AC073878.1,1,AC073878.2,,keep as is,,
AC073878.2,1,AC073878.1,,keep as is,,
AC073896.2,1,AC073896.3,,keep as is,,
AC073896.3,1,AC073896.2,,keep as is,,
AC073896.4,1,SMARCC2,,Delete,,Overlaps with protein coding gene's exons
AC073912.2,1,STX2,,keep as is,,
AC073957.2,1,C7orf50,,keep as is,,
AC073964.1,1,TNFAIP8L3,,keep as is,,
AC074008.1,1,ALMS1,,keep as is,,
AC074024.1,1,MAGI2,,keep as is,,
AC074032.1,1,COX14,,Delete,,Overlaps with protein coding gene's exons
AC074051.5,1,AC026458.2,,keep as is,,
AC074132.1,1,LUCAT1,,keep as is,,
AC074135.1,1,ZNF730,,keep as is,,
AC074194.1,1,STOX2,,keep as is,,
AC074212.1,1,DM1-AS,,keep as is,,
AC074254.1,1,LINC02174,,keep as is,,
AC074286.1,1,AC079305.3,,keep as is,,
AC076968.1,1,AC076968.2,,keep as is,,
AC076968.2,1,AC076968.1,,keep as is,,
AC078789.1,1,TAFA2,,keep as is,,
AC078816.1,1,MED12L,,keep as is,,
AC078820.1,1,AC078923.1,,keep as is,,
AC078852.1,1,UVSSA,,keep as is,,
AC078852.2,1,UVSSA,,keep as is,,
AC078874.1,1,C12orf75,,keep as is,,
AC078882.1,1,LRP1B,,keep as is,,
AC078922.1,1,AC025159.1,,keep as is,,
AC078923.1,1,AC078820.1,,keep as is,,
AC078950.1,1,PRB2,,keep as is,,
AC078962.1,1,RASSF3,,keep as is,,
AC078980.1,1,LINC01205,,keep as is,,
AC079075.1,1,WDR93,,keep as is,,
AC079117.2,1,LRRTM4,,keep as is,,
AC079174.1,1,CKAP4,,keep as is,,
AC079298.1,1,AC079298.3,,keep as is,,
AC079298.2,1,AC079298.3,,keep as is,,
AC079305.3,1,AC074286.1,,keep as is,,
AC079322.1,1,TMEM202-AS1,,keep as is,,
AC079336.3,1,MYO1D,,keep as is,,
AC079385.2,1,AC079385.1,,keep as is,,
AC079385.3,1,AC079385.1,,keep as is,,
AC079414.3,1,WWOX,,keep as is,,
AC079466.2,1,AC005394.1,,keep as is,,
AC079600.3,1,PRICKLE1,,keep as is,,
AC079601.1,1,PPHLN1,,keep as is,,
AC079684.1,1,PPHLN1,,keep as is,,
AC079781.5,1,ASNS,,Delete,,Overlaps with protien coding gene's exon
AC079866.2,1,SRGAP1,,keep as is,,
AC079915.1,1,NF1,,keep as is,,
AC079943.1,1,AC079943.2,,keep as is,,
AC079943.2,1,AC079943.1,,keep as is,,
AC082651.1,1,AC082651.4,,keep as is,,
AC082651.4,1,AC082651.1,,keep as is,,
AC083799.1,1,TMCC1,,keep as is,,
AC083806.3,1,RNFT2,,keep as is,,
AC083836.1,1,C8orf37-AS1,,keep as is,,
AC083837.1,1,LINC02605,,keep as is,,
AC083900.1,1,PLEKHM3,,keep as is,,
AC083977.1,1,NRG1,,keep as is,,
AC084018.1,1,AC084018.2,,keep as is,,
AC084018.2,1,AC084018.1,,keep as is,,
AC084024.1,1,ASH2L,,keep as is,,
AC084035.1,1,TPRA1,,Delete,,Overlaps with protien coding gene's exon
AC084117.1,1,LDHA,,keep as is,,
AC084357.2,1,DPY19L2,,keep as is,,
AC084365.1,1,AC112481.2,,keep as is,,
AC084757.2,1,CEP152,,keep as is,,
AC084781.1,1,LIPC,,keep as is,,
AC084781.2,1,LIPC,,keep as is,,
AC084819.1,1,AC084816.1,,keep as is,,
AC084824.3,1,YARS2,,keep as is,,
AC084824.4,1,YARS2,,keep as is,,
AC084838.1,1,SGCZ,,keep as is,,
AC084876.1,1,TCHP,,keep as is,,
AC084882.1,1,SEMA6D,,keep as is,,
AC087190.3,1,C16orf72,,Delete,,Overlaps with protien coding gene's exon
AC087222.1,1,TBCD,,keep as is,,
AC087235.2,1,AC084816.1,,keep as is,,overlaps but hell knows
AC087276.1,1,TTC17,,keep as is,,
AC087277.2,1,PRR5L,,keep as is,,
AC087280.2,1,OR2D2,,keep as is,,
AC087284.1,1,ZNF710,,keep as is,,
AC087286.1,1,AC087286.2,,keep as is,,
AC087286.2,1,AC087286.1,,keep as is,,
AC087286.4,1,AKAP13,,keep as is,,
AC087292.1,1,CYB5D2,,keep as is,,
AC087301.1,1,C17orf80,,keep as is,,
AC087318.1,1,ST8SIA1,,keep as is,,
AC087392.3,1,GLOD4,,keep as is,,
AC087393.2,1,CCDC144NL-AS1,,keep as is,,
AC087427.1,1,CNTN4,,keep as is,,
AC087463.1,1,PWRN1,,keep as is,,
AC087501.1,1,AC087501.2,,keep as is,,
AC087501.2,1,AC087501.1,,keep as is,,
AC087501.4,1,STX8,,keep as is,,
AC087521.2,1,AC087521.4,,keep as is,,
AC087521.3,1,C11orf96,,Delete,,
AC087521.4,1,AC087521.2,,keep as is,,
AC087588.2,1,PKP2,,keep as is,,
AC087623.3,1,FGFR1,,keep as is,,
AC087672.1,1,AC087627.1,,keep as is,,
AC087672.2,1,AC087627.1,,keep as is,,
AC087683.2,1,PIK3C3,,keep as is,,
AC087721.1,1,NUSAP1,,keep as is,,
AC087752.3,1,NDUFAF6,,keep as is,,
AC087761.1,1,FAH,,keep as is,,
AC087878.1,1,LINC02694,,keep as is,,
AC087893.2,1,SSH1,,keep as is,,
AC089999.2,1,TPCN1,,keep as is,,
AC090015.1,1,AC090502.2,,keep as is,,
AC090115.1,1,AC024257.4,,keep as is,,
AC090116.1,1,LGR5,,keep as is,,
AC090164.2,1,PCSK6,,keep as is,,
AC090164.3,1,PCSK6,,keep as is,,
AC090181.2,1,TSPAN3,,keep as is,,
AC090206.1,1,KCTD1,,keep as is,,
AC090220.1,1,GALNT1,,keep as is,,
AC090236.2,1,NEDD4L,,keep as is,,
AC090246.1,1,CFAP53,,keep as is,,
AC090260.1,1,IDH3A,,keep as is,,
AC090409.1,1,AC105094.2,,keep as is,,
AC090502.2,1,AC090015.1,,keep as is,,
AC090515.5,1,MINDY2,,keep as is,,
AC090517.2,1,ZNF280D,,keep as is,,
AC090517.5,1,AC010999.1,,keep as is,,
AC090539.1,1,SNTG1,,keep as is,,
AC090559.2,1,CELF1,,keep as is,,
AC090587.2,1,STIM1,,keep as is,,
AC090589.3,1,ARFGAP2,,Delete,,Overlaps with protein coding gene exons
AC090607.4,1,WDR61,,keep as is,,
AC090617.1,1,SMG6,,keep as is,,
AC090651.1,1,POLR2M,,keep as is,,
AC090739.1,1,SLC20A2,,keep as is,,
AC090772.3,1,OSBPL1A,,Delete,,Overlaps with protein coding gene exons
AC090907.2,1,AC090907.3,,keep as is,,
AC090907.3,1,AC090907.2,,keep as is,,
AC090948.1,1,OXNAD1,,keep as is,,
AC090948.2,1,OXNAD1,,keep as is,,
AC090948.3,1,OXNAD1,,keep as is,,
AC090970.1,1,MAPK6,,keep as is,,
AC090970.2,1,MAPK6-DT,,keep as is,,
AC090971.5,1,TMOD3,,keep as is,,
AC090983.1,1,SNRPN,,keep as is,,
AC091044.1,1,MYO5B,,keep as is,,
AC091053.1,1,RPL27A,,keep as is,,
AC091057.6,1,ARHGAP11B,,Delete,,Overlaps with protein coding gene exons
AC091078.1,1,AC112693.1,,keep as is,,
AC091151.5,1,AC023421.2,,keep as is,,
AC091152.2,1,CCDC43,,keep as is,,
AC091180.3,1,AC091180.5,,keep as is,,
AC091180.4,1,AC091180.5,,keep as is,,
AC091212.1,1,LINC00973,,keep as is,,
AC091231.1,1,ZNF609,,keep as is,,
AC091488.1,1,UPP2,,keep as is,,
AC091489.1,1,AC010601.1,,keep as is,,
AC091564.3,1,TAF10,,Delete,,Overlaps with protein coding gene exons
AC091607.2,1,KCNAB1,,keep as is,,
AC091769.2,1,MICU1,,keep as is,,
AC091826.2,1,LINC02060,,keep as is,,
AC091838.1,1,LINC02112,,keep as is,,
AC091912.3,1,LINC02226,,keep as is,,
AC091982.3,1,ATOX1,,keep as is,,
AC091987.1,1,AC099520.1,,keep as is,,
AC092040.1,1,PRICKLE2-AS1,,keep as is,,Nomenclature changed
AC092053.2,1,AC092053.3,,keep as is,,
AC092053.3,1,AC092053.2,,keep as is,,
AC092068.2,1,GNG7,,keep as is,,
AC092068.3,1,GNG7,,keep as is,,
AC092078.1,1,AC092078.2,,keep as is,,
AC092078.2,1,AC092078.1,,keep as is,,
AC092100.1,1,AC069280.1,,keep as is,,
AC092111.2,1,FAM66C,,keep as is,,
AC092120.1,1,ANKRD11,,keep as is,,
AC092125.1,1,CDH8,,keep as is,,
AC092127.1,1,GSE1,,keep as is,,
AC092168.2,1,NPAS2,,keep as is,,
AC092171.1,1,AC093620.1,,keep as is,,
AC092279.1,1,ZNF254,,premature tr. deleted,AC092279.1-208,
AC092332.1,1,CDYL2,,keep as is,,
AC092336.1,1,LINC02212,,Delete,,completely overlaps with another lncRNA
AC092384.3,1,CBFA2T3,,keep as is,,
AC092428.1,1,FOXK1,,keep as is,,
AC092468.1,1,GAP43,,keep as is,,
AC092542.1,1,LINC00989,,keep as is,,
AC092598.1,1,DIRC1,,keep as is,,
AC092620.1,1,SPOPL,,Delete,,Overlaps with protein coding gene exons
AC092652.3,1,ARHGAP15,,keep as is,,
AC092673.1,1,AC097518.2,,keep as is,,
AC092675.2,1,CNGA3,,keep as is,,
AC092681.3,1,ATP6V0E2,,Delete,,Overlaps with protein coding gene exons
AC092687.1,1,LINC01954,,keep as is,,
AC092691.1,1,LINC02024,,keep as is,,
AC092718.2,1,CMC2,,keep as is,,
AC092718.4,1,CENPN,,keep as is,,
AC092745.1,1,AC092745.5,,keep as is,,
AC092745.5,1,AC092745.1,,keep as is,,
AC092747.4,1,MED21,,keep as is,,
AC092756.1,1,MYO1E,,keep as is,,
AC092757.2,1,CCNB2,,keep as is,,
AC092802.3,1,TLCD4,,keep as is,,
AC092807.3,1,DDAH1,,Delete,,Overlaps with protein coding gene exons
AC092828.1,1,PLEKHA5,,keep as is,,
AC092849.1,1,AC092849.2,,keep as is,,
AC092849.2,1,AC092849.1,,keep as is,,
AC092868.2,1,MYO1E,,keep as is,,
AC092896.2,1,QTRT2,,keep as is,,
AC092902.2,1,AC092902.4,,keep as is,,
AC092902.4,1,AC092902.2,,keep as is,,
AC092903.2,1,LINC02614,,keep as is,,No good options
AC092941.1,1,AC092941.2,,keep as is,,
AC092941.2,1,AC092941.1,,keep as is,,
AC092958.2,1,AC092958.3,,keep as is,,
AC092958.3,1,AC092958.2,,keep as is,,
AC093010.3,1,ZBTB20,,Delete,,Overlaps with protein coding gene exons
AC093019.2,1,SASS6,,Delete,,Overlaps with protein coding gene exons
AC093083.1,1,AC019211.1,,keep as is,,
AC093151.3,1,AC093151.8,,keep as is,,
AC093151.8,1,AC093151.3,,keep as is,,
AC093278.2,1,ZNF366,,Delete,,Overlaps with protein coding gene exons
AC093281.2,1,LUCAT1,,keep as is,,
AC093423.2,1,LRRC8C,,keep as is,,
AC093424.1,1,AC093425.1,,keep as is,,
AC093425.1,1,AC093424.1,,keep as is,,
AC093503.1,1,PPP5D1,,keep as is,,
AC093512.2,1,ALDOA,,readthrough tr. deleted,"AC093512.2-201, AC093512.2-202, AC093512.2-204, AC093512.2-205, AC093512.2-209",
AC093516.1,1,HS3ST4,,keep as is,,
AC093520.1,1,ITGAD,,Delete,,Overlaps with protein coding gene exons
AC093523.1,1,LINC02198,,keep as is,,
AC093525.3,1,AC093525.4,,keep as is,,
AC093525.4,1,AC093525.3,,keep as is,,
AC093525.5,1,PDPK1,,keep as is,,
AC093620.1,1,AC092171.1,,keep as is,,
AC093725.2,1,AC107396.1,,keep as is,,
AC093726.1,1,PAXIP1-AS2,,keep as is,,one transcript
AC093772.1,1,AC093772.2,,keep as is,,
AC093772.2,1,AC093772.1,,keep as is,,
AC093821.1,1,LINC02435,,keep as is,,
AC093879.1,1,AC093879.2,,keep as is,,
AC093879.2,1,AC093879.1,,keep as is,,
AC093890.2,1,AC107223.1,,keep as is,,
AC093909.2,1,LINC02508,,keep as is,,
AC093916.1,1,AC096711.1,,keep as is,,
AC096531.2,1,PTGFR,,keep as is,,
AC096536.2,1,DHCR24-DT,,keep as is,,
AC096540.1,1,FOXJ3,,keep as is,,
AC096559.1,1,MIR3681HG,,keep as is,,
AC096564.1,1,AC096564.2,,keep as is,,
AC096564.2,1,AC096564.1,,keep as is,,
AC096576.6,1,KCNIP4,,keep as is,,
AC096586.2,1,GNPDA2,,keep as is,,
AC096589.1,1,AC096589.2,,keep as is,,
AC096589.2,1,AC096589.1,,keep as is,,
AC096677.2,1,PHLDA3,,Delete,,Overlaps with protein coding gene exons
AC096708.3,1,CCDC102B,,keep as is,,
AC096711.1,1,AC093916.1,,keep as is,,
AC096721.1,1,AC116049.2,,keep as is,,
AC096992.2,1,NCK1-DT,,keep as is,,
AC096996.2,1,ABCC11,,Delete,,Overlaps with protein coding gene exons
AC097065.2,1,LINC00862,,keep as is,,
AC097103.1,1,AC046134.2,,keep as is,,
AC097382.1,1,TBC1D14,,keep as is,,
AC097382.2,1,CCDC96,,keep as is,,
AC097460.1,1,AP001961.1,,keep as is,,
AC097467.3,1,NPY2R,,keep as is,,
AC097478.2,1,AC097478.3,,keep as is,,
AC097478.3,1,AC097478.2,,keep as is,,
AC097499.2,1,LINC01889,,keep as is,,
AC097518.1,1,AC097518.2,,keep as is,,
AC097634.1,1,AC097634.3,,keep as is,,
AC097634.3,1,AC097634.1,,keep as is,,
AC098487.1,1,SLC39A8,,keep as is,,
AC098649.1,1,TGM4,,keep as is,,
AC098820.1,1,AC098820.3,,keep as is,,
AC098820.3,1,AC098820.1,,keep as is,,
AC098829.1,1,AC099550.1,,keep as is,,
AC099329.1,1,HIGD1A,,readthrough tr. deleted,AC099329.1-201,
AC099343.2,1,IRF2,,keep as is,,
AC099487.1,1,LINC00492,,keep as is,,
AC099499.2,1,LINC02228,,keep as is,,
AC099506.1,1,CDH13,,keep as is,,
AC099509.2,1,AC104123.1,,keep as is,,
AC099520.1,1,AC091987.1,,keep as is,,
AC099524.1,1,PLCG2,,keep as is,,
AC099550.1,1,AC098829.1,,keep as is,,
AC099684.3,1,RTN4RL1,,keep as is,,
AC099786.1,1,AC099786.2,,keep as is,,
AC099786.2,1,AC099786.1,,keep as is,,
AC100774.1,1,UBE3A,,keep as is,,
AC100778.1,1,DYM,,keep as is,,
AC100778.2,1,C18orf32,,keep as is,,
AC100793.3,1,CCR10,,keep as is,,
AC100797.1,1,ERICH1,,keep as is,,
AC100797.5,1,DLGAP2,,keep as is,,
AC100823.1,1,SBSPON,,keep as is,,
AC100827.3,1,ARIH1,,Delete,,Overlaps with protein coding gene exons
AC100832.2,1,PPM1E,,keep as is,,
AC100849.1,1,AC068880.2,,keep as is,,
AC100858.2,1,AC100858.4,,keep as is,,
AC100858.4,1,AC100858.2,,keep as is,,
AC100871.2,1,FER1L6-AS1,,keep as is,,
AC100872.2,1,LINC01151,,keep as is,,
AC102797.1,1,MIR4527HG,,keep as is,,
AC103702.1,1,HOXB3,,keep as is,,
AC103703.1,1,GPATCH8,,keep as is,,
AC103726.1,1,ADCY8,,keep as is,,
AC103739.3,1,CRTC3-AS1,,keep as is,,
AC103769.1,1,PCMTD1,,keep as is,,
AC103796.1,1,BDNF,,keep as is,,
AC103810.2,1,AC103810.5,,keep as is,,
AC103810.5,1,AC103810.2,,keep as is,,
AC103853.1,1,ZFPM2-AS1,,keep as is,,
AC103853.2,1,ZFPM2,,keep as is,,
AC103855.2,1,AC103855.3,,keep as is,,
AC103858.1,1,STARD5,,Delete,,Overlaps with protein coding gene exons
AC103858.2,1,TMC3-AS1,,keep as is,,
AC103996.3,1,LINC01579,,keep as is,,
AC104002.2,1,GABRG3,,keep as is,,
AC104035.1,1,AC107958.3,,keep as is,,
AC104088.1,1,AC104088.3,,keep as is,,
AC104088.3,1,AC104088.1,,keep as is,,
AC104162.2,1,ATXN7,,keep as is,,
AC104167.1,1,TAFA1,,keep as is,,
AC104211.1,1,AC104211.3,,keep as is,,
AC104211.3,1,AC104211.1,,keep as is,,
AC104232.2,1,CYP7B1,,keep as is,,
AC104237.2,1,OVCH2,,keep as is,,
AC104237.3,1,OVCH2,,keep as is,,
AC104260.1,1,LINC01197,,keep as is,,
AC104365.1,1,AC104365.3,,keep as is,,
AC104365.3,1,AC104365.1,,keep as is,,
AC104393.1,1,SFRP1,,keep as is,,
AC104457.2,1,CDC14A,,keep as is,,
AC104472.1,1,PLCH1,,keep as is,,
AC104472.5,1,GMPS,,keep as is,,
AC104564.1,1,ABHD15-AS1,,keep as is,,
AC104564.2,1,CORO6,,keep as is,,
AC104564.4,1,GIT1,,keep as is,,
AC104564.5,1,SSH2,,keep as is,,
AC104653.1,1,AC104653.2,,keep as is,,
AC104653.2,1,AC104653.1,,keep as is,,
AC104662.1,1,PI4K2B,,keep as is,,
AC104695.4,1,FOSL2,,keep as is,,
AC104984.2,1,hsa-mir-423,,keep as is,,
AC105094.2,1,AC090409.1,,keep as is,,
AC105105.3,1,ALPK2,,keep as is,,
AC105137.2,1,SIN3A,,keep as is,,
AC105150.1,1,TOX,,keep as is,,
AC105180.1,1,AC105180.2,,keep as is,,
AC105180.2,1,AC105180.1,,keep as is,,
AC105206.1,1,BMP1,,Delete,,Overlaps with protein coding gene exons
AC105219.1,1,ZNF707,,keep as is,,
AC105265.4,1,LINC00877,,keep as is,,
AC105271.1,1,TNNI3K,,keep as is,,
AC105345.1,1,TRMT44,,keep as is,,
AC105389.1,1,AC105389.3,,keep as is,,
AC105389.3,1,AC105389.1,,keep as is,,
AC105390.1,1,IGFBP7-AS1,,keep as is,,
AC105429.1,1,ZCCHC14,,keep as is,,
AC105450.1,1,AC141930.1,,keep as is,,
AC105760.1,1,AC012063.1,,keep as is,,
AC106017.2,1,EPN2,,transcripts deleted,AC106017.2-202,
AC106028.2,1,FAM174B,,keep as is,,
AC106028.3,1,FAM174B,,keep as is,,
AC106037.2,1,ABHD3,,keep as is,,
AC106038.1,1,LINC00534,,keep as is,,
AC106706.1,1,LINC01968,,keep as is,,
AC106712.1,1,LINC02085,,keep as is,,
AC106730.1,1,LINC02190,,keep as is,,
AC106744.1,1,AC106744.2,,keep as is,,
AC106744.2,1,AC106744.1,,keep as is,,
AC106745.1,1,LINC02181,,keep as is,,
AC106754.1,1,LINC02211,,keep as is,,
AC106795.2,1,AC106795.3,,keep as is,,
AC106795.5,1,AC106795.3,,keep as is,,
AC106798.1,1,AC024581.1,,keep as is,,
AC106799.2,1,AC026719.1,,keep as is,,
AC106820.4,1,TBC1D24,,keep as is,,
AC106821.2,1,LINC02239,,keep as is,,
AC106858.1,1,C17orf67,,keep as is,,
AC106875.1,1,LPIN1,,keep as is,,
AC107072.1,1,AC107072.2,,keep as is,,
AC107072.2,1,AC107072.1,,keep as is,,
AC107081.2,1,AC107081.4,,keep as is,,
AC107081.4,1,AC107081.2,,keep as is,,
AC107223.1,1,AC093890.2,,keep as is,,
AC107241.1,1,RORA-AS1,,keep as is,,
AC107294.1,1,AC107294.2,,keep as is,,
AC107294.3,1,AC107294.2,,keep as is,,
AC107308.1,1,HMGA2,,keep as is,,
AC107373.1,1,AC107373.3,,keep as is,,
AC107373.3,1,AC107373.1,,keep as is,,
AC107396.1,1,AC093725.2,,keep as is,,
AC107419.1,1,AC112493.1,,keep as is,,
AC107882.1,1,ANO5,,keep as is,,
AC107909.1,1,VPS13B,,keep as is,,
AC107926.1,1,CCDC144NL-AS1,,keep as is,,
AC107958.3,1,AC104035.1,,keep as is,,
AC107959.1,1,PEBP4,,keep as is,,
AC107980.1,1,FAM189A1,,keep as is,,
AC107993.1,1,ATP6V0A1,,keep as is,,
AC108021.1,1,WDFY3-AS2,,keep as is,,
AC108025.1,1,LINC01248,,keep as is,,
AC108051.1,1,TMEM182,,keep as is,,
AC108066.2,1,AC093865.1,,keep as is,,
AC108097.1,1,AC105411.1,,keep as is,,
AC108136.1,1,LINC01151,,keep as is,,
AC108142.1,1,TENM3,,keep as is,,
AC108449.2,1,HMBOX1,,Delete,,Obscures protein coding gene's end
AC108463.3,1,MIR4435-2HG,,keep as is,,
AC108676.1,1,ATP13A3,,keep as is,,ok direction overlap
AC108727.1,1,SLC25A36,,keep as is,,
AC108747.1,1,IL1RAP,,Delete,,Overlaps with protein coding gene's exons
AC108868.2,1,CD8B2,,Delete,,Overlaps with protein coding gene's exons
AC108935.1,1,AC002460.2,,keep as is,,
AC109462.1,1,AC109462.3,,keep as is,,
AC109462.3,1,AC109462.1,,keep as is,,
AC109464.1,1,LINC02240,,keep as is,,
AC109471.1,1,AC116362.1,,keep as is,,
AC109809.1,1,TMC3-AS1,,keep as is,,
AC109927.1,1,AC109927.2,,keep as is,,
AC109927.2,1,AC109927.1,,keep as is,,
AC109992.2,1,ATR,,Delete,,Overlaps with protein coding gene's exons
AC110614.1,1,AC073091.3,,keep as is,,
AC110769.1,1,LINC01191,,keep as is,,
AC110790.1,1,LINC02484,,keep as is,,
AC110921.1,1,PITPNC1,,keep as is,,
AC110992.1,1,AC117453.1,,keep as is,,
AC111149.1,1,RDH10-AS1,,keep as is,,
AC111170.2,1,SEPTIN9,,keep as is,,
AC111197.1,1,IGFBP7-AS1,,keep as is,,
AC112219.1,1,LINC00877,,keep as is,,
AC112219.2,1,LINC00870,,keep as is,,
AC112481.1,1,LINC02822,,keep as is,,
AC112481.2,1,AC084365.1,,keep as is,,
AC112487.1,1,CD200,,keep as is,,
AC112491.1,1,LINC02067,,keep as is,,
AC112493.1,1,AC107419.1,,premature tr. deleted,AC112493.1-202,
AC112496.1,1,GK,,Delete,,Overlaps several exons
AC112512.1,1,SMARCC1,,keep as is,,
AC112693.1,1,AC091078.1,,keep as is,,
AC113146.1,1,LINC02694,,keep as is,,
AC113346.1,1,AC113346.2,,keep as is,,
AC113346.2,1,AC113346.1,,keep as is,,
AC113398.2,1,ZNF608,,keep as is,,
AC114296.1,1,SLC25A48,,keep as is,,
AC114488.2,1,AC114488.3,,keep as is,,
AC114488.3,1,AC114488.2,,Delete,,Nomencalture changed
AC114550.1,1,AC114550.3,,keep as is,,
AC114550.3,1,AC114550.1,,keep as is,,
AC114956.1,1,AC114956.2,,keep as is,,
AC114956.2,1,AC114956.1,,keep as is,,
AC114980.1,1,FAM172A,,keep as is,,
AC115522.1,1,LYPD5,,keep as is,,
AC116025.2,1,TBC1D16,,keep as is,,
AC116049.2,1,AC096721.1,,keep as is,,
AC116096.1,1,SGO1-AS1,,keep as is,,
AC116348.1,1,AC116348.3,,keep as is,,
AC116348.3,1,AC116348.1,,keep as is,,
AC116362.1,1,AC109471.1,,keep as is,,
AC116362.2,1,LINC02240,,keep as is,,
AC116609.1,1,AC116609.2,,keep as is,,
AC116609.2,1,AC116609.1,,keep as is,,
AC116612.1,1,HMX1,,keep as is,,
AC116903.1,1,AC116903.2,,keep as is,,
AC116903.2,1,AC116903.1,,keep as is,,
AC116913.1,1,SNAPC5,,Delete,,Absent in Refseq. Overlaps with protein coding gene exon.
AC117373.1,1,TMEM132D,,keep as is,,
AC117383.1,1,AC022215.2,,keep as is,,
AC117453.1,1,AC110992.1,,keep as is,,
AC118344.1,1,AKT2,,keep as is,,
AC118658.1,1,IGF1R,,keep as is,,
AC119676.1,1,HIVEP3,,Delete,,Absent in Refseq. Overlaps with protein coding gene exon.
AC119800.1,1,LEPR,,keep as is,,
AC120193.1,1,AC024958.1,,keep as is,,
AC120498.2,1,TPSD1,,Delete,,Absent in Refseq. Overlaps with protein coding gene exon.
AC121320.1,1,TAF4B,,keep as is,,
AC121493.1,1,MAGI1,,Delete,,Absent in Refseq. In terminal exon zone of protein coding zone.
AC121761.2,1,CAPS2,,keep as is,,
AC122129.2,1,RAI1,,keep as is,,
AC122685.1,1,OR6C70,,keep as is,,
AC122707.1,1,HTR1A,,keep as is,,
AC122710.1,1,LINC02196,,keep as is,,
AC122710.2,1,LINC02236,,keep as is,,
AC123023.1,1,LINC01811,,keep as is,,
AC123023.2,1,LINC01811,,keep as is,,
AC123595.1,1,LUCAT1,,keep as is,,
AC123768.4,1,LINC02256,,keep as is,,
AC124067.2,1,LINC01605,,keep as is,,
AC124283.3,1,FOXK2,,keep as is,,
AC124312.3,1,SNHG14,,keep as is,,
AC124319.1,1,RNF213,,keep as is,,
AC124852.1,1,AC126768.2,,keep as is,,
AC125257.1,1,KLHL11,,Delete,,Absent in Refseq. Overlaps with protein coding gene exon.
AC125437.1,1,ATP9B,,keep as is,,
AC126768.2,1,AC124852.1,,keep as is,,
AC127024.4,1,CRLF3,,keep as is,,
AC127459.1,1,USP31,,Delete,,Absent in Refseq. Overlaps with protein coding gene exon.
AC127496.2,1,AC127496.5,,keep as is,,
AC127496.5,1,AC127496.2,,keep as is,,
AC127526.1,1,AC127526.4,,keep as is,,
AC127526.4,1,AC127526.1,,keep as is,,
AC127540.1,1,ZNF287,,keep as is,,
AC128709.1,1,AC128709.2,,keep as is,,
AC128709.2,1,AC128709.1,,keep as is,,
AC129507.2,1,AC129507.3,,keep as is,,
AC129507.3,1,AC129507.2,,keep as is,,
AC129915.3,1,DLGAP2,,keep as is,,
AC130307.1,1,ANO5,,keep as is,,
AC130404.1,1,TMEM132D,,keep as is,,
AC130456.1,1,CLEC19A,,keep as is,,
AC130650.2,1,MRTFB,,keep as is,,
AC130888.1,1,LINC02021,,keep as is,,
AC130895.1,1,MED13L,,keep as is,,
AC131009.3,1,PUS1,,keep as is,,
AC131210.1,1,SLC9A9,,keep as is,,
AC131391.1,1,SNX29,,keep as is,,
AC132872.3,1,SLC16A3,,keep as is,,
AC132938.2,1,OGFOD3,,keep as is,,
AC133540.1,1,GSE1,,keep as is,,
AC133552.5,1,LCMT1-AS1,,keep as is,,
AC134043.2,1,LINC01932,,keep as is,,
AC134772.1,1,CCDC51,,keep as is,,
AC134775.1,1,ACCS,,keep as is,,
AC134978.1,1,LINC01029,,keep as is,,
AC135048.2,1,BCL7C,,Delete,,Absent in Refseq. Overlaps with protein coding gene exon.
AC135050.5,1,KAT8,,keep as is,,
AC135050.6,1,KAT8,,keep as is,,
AC135457.1,1,SLC23A1,,keep as is,,
AC136285.1,1,AC136285.2,,keep as is,,
AC136285.2,1,AC136285.1,,keep as is,,
AC136431.1,1,AC136431.2,,keep as is,,
AC136431.2,1,AC136431.1,,keep as is,,
AC136475.1,1,AC136475.4,,keep as is,,
AC136475.4,1,AC136475.1,,keep as is,,
AC136475.7,1,IFITM3,,keep as is,,
AC136475.8,1,IFITM3,,keep as is,,
AC136616.2,1,AC136616.3,,keep as is,,
AC136616.3,1,AC136616.2,,keep as is,,
AC137561.1,1,AEBP2,,keep as is,,
AC137630.1,1,AC137630.4,,keep as is,,
AC137630.4,1,AC137630.1,,keep as is,,
AC138207.4,1,RNF135,,keep as is,,
AC138331.1,1,NAV3,,keep as is,,
